language	task	model	subword_pooling	layer_pooling	train_size	dev_size	dev_loss	parameters	dev_acc	test_acc	test_F_score
Chinese	NER	bert-base-multilingual-cased	first	8	2000	200	[0.8812315762042999, 0.6632546186447144, 0.564599484205246, 0.5162773579359055, 0.4967726916074753, 0.48631875216960907, 0.48027491569519043, 0.4744623601436615, 0.47024568915367126, 0.4667474627494812, 0.46372199058532715, 0.46169593930244446, 0.45873087644577026, 0.45468226075172424, 0.4533850848674774, 0.4501657038927078, 0.4491858184337616, 0.44939954578876495, 0.4458319991827011, 0.4437650889158249, 0.4433266818523407, 0.4408080279827118, 0.4418293237686157, 0.43836022913455963, 0.4379911571741104, 0.4381459653377533, 0.43892112374305725, 0.4366975724697113, 0.43642644584178925, 0.4355313181877136, 0.435836598277092, 0.43618978559970856, 0.4353807270526886, 0.43470025062561035, 0.4358644038438797, 0.4339405298233032, 0.43561090528964996, 0.43477796018123627, 0.4344184100627899, 0.4327414184808731, 0.43306398391723633, 0.43380577862262726, 0.4366014152765274, 0.4367329776287079, 0.43577204644680023]	38858	0.8551969203435001	0.8620868874010211	
Chinese	NER	bert-base-multilingual-cased	first	8	2000	200	[0.9117895662784576, 0.66213059425354, 0.5711034536361694, 0.525348424911499, 0.5018716901540756, 0.48894070088863373, 0.48173758387565613, 0.4756292402744293, 0.4715711772441864, 0.46771910786628723, 0.46445120871067047, 0.46226152777671814, 0.45931166410446167, 0.45642727613449097, 0.45358768105506897, 0.45015867054462433, 0.45019951462745667, 0.44934993982315063, 0.4479791074991226, 0.44576969742774963, 0.4442533552646637, 0.4448249638080597, 0.4424944669008255, 0.44271624088287354, 0.4410359710454941, 0.4403720200061798, 0.43851740658283234, 0.43979956209659576, 0.4382288008928299, 0.43780744075775146, 0.43820926547050476, 0.4360293596982956, 0.43752141296863556, 0.43725620210170746, 0.43715983629226685, 0.4374457895755768, 0.4387229382991791, 0.43942098319530487, 0.4396977126598358, 0.44074811041355133, 0.4401049464941025, 0.44279782474040985, 0.44284532964229584, 0.4391629546880722, 0.44196222722530365, 0.4443892389535904, 0.44312992691993713, 0.4428715258836746, 0.4439498782157898, 0.44463929533958435, 0.4456449896097183, 0.4476814568042755, 0.44737139344215393, 0.44939395785331726, 0.4489409625530243, 0.4508488327264786, 0.4500028043985367, 0.44988784193992615, 0.45296916365623474, 0.4535676836967468, 0.45033127069473267, 0.45195063948631287, 0.4542350769042969, 0.4541478604078293, 0.4563254117965698, 0.45636455714702606, 0.45648668706417084, 0.45511627197265625]	38858	0.8578620076991412	0.8630652114097037	
Chinese	NER	bert-base-multilingual-cased	first	8	2000	200	[0.9077092409133911, 0.6649408042430878, 0.5654690861701965, 0.5204416513442993, 0.5008247941732407, 0.4889926314353943, 0.48135198652744293, 0.47582173347473145, 0.47245822846889496, 0.4692820906639099, 0.4657735675573349, 0.462630957365036, 0.4598923772573471, 0.459613636136055, 0.45622554421424866, 0.453997939825058, 0.452231764793396, 0.45056040585041046, 0.4489591121673584, 0.44639936089515686, 0.4467236399650574, 0.44469083845615387, 0.44163140654563904, 0.4423140436410904, 0.4398999512195587, 0.4390810579061508, 0.4367270767688751, 0.4357246607542038, 0.43457746505737305, 0.43451735377311707, 0.43145059049129486, 0.4320651441812515, 0.4334790110588074, 0.4309481829404831, 0.42966054379940033, 0.42811548709869385, 0.4247884303331375, 0.42612332105636597, 0.42243294417858124, 0.4237380027770996, 0.42323189973831177, 0.4221324920654297, 0.4222604036331177, 0.4242357015609741, 0.42408113181591034, 0.42735543847084045, 0.4266180247068405, 0.4271111488342285, 0.4262399822473526, 0.4283299595117569, 0.4260402321815491, 0.4319976717233658, 0.43401509523391724, 0.43419985473155975, 0.4326122850179672]	38858	0.8608232158720758	0.8625454767800911	
Chinese	NER	bert-base-multilingual-cased	last	8	2000	200	[0.8474183976650238, 0.6514392197132111, 0.5755060315132141, 0.5280067473649979, 0.5064273178577423, 0.49358128011226654, 0.48453038930892944, 0.4774380773305893, 0.4726019948720932, 0.4686930924654007, 0.46573831140995026, 0.4639459401369095, 0.4608394354581833, 0.4593551307916641, 0.4589931517839432, 0.4576796442270279, 0.4543266147375107, 0.45429910719394684, 0.4519571214914322, 0.4497130215167999, 0.44929349422454834, 0.4473787397146225, 0.4465237706899643, 0.44500888884067535, 0.4443742483854294, 0.4427127242088318, 0.44054046273231506, 0.44159652292728424, 0.4405865967273712, 0.43900634348392487, 0.4391379654407501, 0.4377643018960953, 0.43570321798324585, 0.43590931594371796, 0.4354235827922821, 0.43507280945777893, 0.43295301496982574, 0.4313584715127945, 0.4318215847015381, 0.43084144592285156, 0.4320956915616989, 0.4310901612043381, 0.42971111834049225, 0.4287482500076294, 0.4322509914636612, 0.4289051294326782, 0.42682966589927673, 0.42779718339443207, 0.430829256772995, 0.43000657856464386, 0.430480495095253, 0.4292730391025543, 0.4299699366092682, 0.42614583671092987, 0.4285961389541626, 0.42905570566654205, 0.43136948347091675, 0.43175220489501953, 0.4341408312320709, 0.43238021433353424, 0.4361093193292618, 0.4376043975353241]	38858	0.8608232158720758	0.8634932281635024	
Chinese	NER	bert-base-multilingual-cased	last	8	2000	200	[0.9019643664360046, 0.6358492076396942, 0.5560604333877563, 0.5147551149129868, 0.4953770339488983, 0.48295415937900543, 0.4758354425430298, 0.4701617956161499, 0.46572159230709076, 0.46159376204013824, 0.45783859491348267, 0.45434874296188354, 0.4501088112592697, 0.44878558814525604, 0.4461178183555603, 0.4442950338125229, 0.44246432185173035, 0.43954965472221375, 0.43890467286109924, 0.4374929368495941, 0.43495258688926697, 0.4349680691957474, 0.4338003247976303, 0.4335508346557617, 0.4317170977592468, 0.43168994784355164, 0.43015944957733154, 0.42777319252491, 0.4282557964324951, 0.4293631315231323, 0.42771804332733154, 0.42953915894031525, 0.42862313985824585, 0.4258423298597336, 0.42727796733379364, 0.42684195935726166, 0.4257424622774124, 0.42744600772857666, 0.4261690676212311, 0.4269443601369858, 0.4279118627309799, 0.4281526058912277, 0.42897939682006836, 0.427079901099205, 0.4263884723186493, 0.42764417827129364, 0.43127672374248505, 0.4304855763912201]	38858	0.8602309742374888	0.8637989544162157	
Chinese	NER	bert-base-multilingual-cased	last	8	2000	200	[0.8909564018249512, 0.6494472920894623, 0.5612981021404266, 0.5165077596902847, 0.4964224547147751, 0.4841558337211609, 0.4751817137002945, 0.4690152257680893, 0.4650413542985916, 0.4613818973302841, 0.45704931020736694, 0.45389702916145325, 0.45203712582588196, 0.4503726065158844, 0.4479772746562958, 0.4448181241750717, 0.444245308637619, 0.4424830675125122, 0.44038742780685425, 0.4391789436340332, 0.4395858198404312, 0.4388929009437561, 0.4366518557071686, 0.43663638830184937, 0.43602265417575836, 0.4327670633792877, 0.43258634209632874, 0.43245387077331543, 0.43071605265140533, 0.4287918955087662, 0.4287860542535782, 0.4267861992120743, 0.428233340382576, 0.428441122174263, 0.426994189620018, 0.4258269816637039, 0.42622870206832886, 0.4259134978055954, 0.4254346340894699, 0.4289990961551666, 0.42737001180648804, 0.4292227327823639, 0.43029147386550903, 0.4281225800514221]	38858	0.8516434705359787	0.8629734935338897	
Chinese	NER	bert-base-multilingual-cased	first	9	2000	200	[0.8722676634788513, 0.6712379455566406, 0.574064314365387, 0.5285940170288086, 0.5078797489404678, 0.49633578956127167, 0.48986509442329407, 0.48475615680217743, 0.47833940386772156, 0.4749082624912262, 0.46940647065639496, 0.46824823319911957, 0.4658396691083908, 0.4629034698009491, 0.4609243869781494, 0.45736831426620483, 0.4583003371953964, 0.455606609582901, 0.45450206100940704, 0.45199882984161377, 0.4519566297531128, 0.450775608420372, 0.44929513335227966, 0.4494708627462387, 0.44703954458236694, 0.44649457931518555, 0.446736142039299, 0.4457727074623108, 0.44449540972709656, 0.4451244920492172, 0.44586148858070374, 0.4445869028568268, 0.44484929740428925, 0.4429415613412857, 0.44515812397003174, 0.44659286737442017, 0.4454314261674881, 0.4451027810573578, 0.4459530860185623, 0.4444643706083298, 0.44550883769989014, 0.4431188106536865, 0.4436855614185333, 0.44831685721874237, 0.447677418589592, 0.4471985697746277, 0.44935522973537445, 0.45048263669013977, 0.45064109563827515, 0.4526517987251282]	38858	0.8543085578916197	0.8602219572594698	
Chinese	NER	bert-base-multilingual-cased	first	9	2000	200	[0.9218849837779999, 0.7318418920040131, 0.629653126001358, 0.5647507309913635, 0.5278471410274506, 0.5082000195980072, 0.49771277606487274, 0.49097850918769836, 0.48585060238838196, 0.481301873922348, 0.4774162769317627, 0.47432687878608704, 0.47143663465976715, 0.4704921543598175, 0.46823158860206604, 0.46799908578395844, 0.4661238342523575, 0.46342967450618744, 0.460690975189209, 0.4586241841316223, 0.4564976990222931, 0.456535667181015, 0.45390577614307404, 0.45322081446647644, 0.44946394860744476, 0.44924405217170715, 0.4464714825153351, 0.44673220813274384, 0.44715939462184906, 0.44324833154678345, 0.44190020859241486, 0.4413817673921585, 0.43869058787822723, 0.4392824023962021, 0.4386259913444519, 0.43985968828201294, 0.4391457438468933, 0.43790845572948456, 0.43790170550346375, 0.44025740027427673, 0.43729671835899353, 0.43850064277648926, 0.4387021064758301, 0.4388943761587143, 0.4388072192668915, 0.43810373544692993]	38858	0.8554930411607936	0.8601608120089272	
Chinese	NER	bert-base-multilingual-cased	first	9	2000	200	[0.8842353820800781, 0.6734461188316345, 0.572483092546463, 0.5258831530809402, 0.5025753974914551, 0.4906841963529587, 0.48422545194625854, 0.47934605181217194, 0.4762714356184006, 0.4726429581642151, 0.46992774307727814, 0.4688086360692978, 0.46690522134304047, 0.46504904329776764, 0.46291469037532806, 0.46034857630729675, 0.4591434597969055, 0.45746803283691406, 0.45538508892059326, 0.4533946067094803, 0.45121830701828003, 0.4536750018596649, 0.4505112022161484, 0.45011211931705475, 0.4487590044736862, 0.44708481431007385, 0.4450840651988983, 0.4438960403203964, 0.4438597857952118, 0.4435500502586365, 0.4434906840324402, 0.4431201070547104, 0.44166886806488037, 0.44286686182022095, 0.4414779245853424, 0.4398304373025894, 0.4411475956439972, 0.44113054871559143, 0.4403998851776123, 0.44069820642471313, 0.44227059185504913, 0.44155605137348175, 0.44070741534233093, 0.44044628739356995, 0.4417129456996918, 0.441694900393486, 0.4435223788022995]	38858	0.8551969203435001	0.8607111192638112	
Chinese	NER	bert-base-multilingual-cased	last	9	2000	200	[0.8935547769069672, 0.6776556074619293, 0.5780651271343231, 0.5318415015935898, 0.5114670544862747, 0.5006231814622879, 0.4943860024213791, 0.48982474207878113, 0.48651859164237976, 0.48422442376613617, 0.4814394861459732, 0.4800862520933151, 0.47699175775051117, 0.47351744771003723, 0.4724322706460953, 0.4696934074163437, 0.46972420811653137, 0.46791423857212067, 0.4677436500787735, 0.4666079729795456, 0.46497103571891785, 0.4652160555124283, 0.464578241109848, 0.4653735011816025, 0.46241502463817596, 0.46104076504707336, 0.4634445160627365, 0.46357275545597076, 0.4605315625667572, 0.4607454389333725, 0.4592175781726837, 0.45885689556598663, 0.45726585388183594, 0.457291841506958, 0.4573480486869812, 0.45870546996593475, 0.459755539894104, 0.45678311586380005, 0.4544793665409088, 0.4549550414085388, 0.45686519145965576, 0.45537757873535156, 0.4565843343734741, 0.45550745725631714, 0.4562283456325531, 0.457213431596756, 0.45618483424186707, 0.45839495956897736, 0.45905904471874237, 0.4611375480890274, 0.45951420068740845, 0.4633582532405853, 0.4632774442434311, 0.46108339726924896, 0.4598127454519272]	38858	0.8554930411607936	0.8600385215078419	
Chinese	NER	bert-base-multilingual-cased	last	9	2000	200	[0.8704096376895905, 0.6669996082782745, 0.5838934183120728, 0.535447433590889, 0.5144080966711044, 0.5007634460926056, 0.4931023269891739, 0.48780371248722076, 0.4841070920228958, 0.48013560473918915, 0.47757217288017273, 0.4746895581483841, 0.47195927798748016, 0.46816156804561615, 0.46803587675094604, 0.4649397134780884, 0.46409963071346283, 0.4635621905326843, 0.46148110926151276, 0.46107448637485504, 0.45925578474998474, 0.4585353583097458, 0.4559333473443985, 0.45777253806591034, 0.4548557698726654, 0.45673374831676483, 0.4546581953763962, 0.45261165499687195, 0.4537491649389267, 0.4498371481895447, 0.4497935473918915, 0.4516671746969223, 0.4518704414367676, 0.45265738666057587, 0.4519185721874237, 0.45062685012817383, 0.45080995559692383, 0.4531188905239105, 0.4536725729703903, 0.45347851514816284, 0.4534623473882675, 0.4566088020801544, 0.45728814601898193, 0.45822151005268097, 0.4597446471452713, 0.4574231654405594, 0.4567018747329712, 0.45578502118587494, 0.4572768658399582, 0.46135419607162476, 0.4642074704170227, 0.4646662026643753, 0.46706442534923553, 0.46594563126564026]	38858	0.8546046787089132	0.8617200158977651	
Chinese	NER	bert-base-multilingual-cased	last	9	2000	200	[0.8586819767951965, 0.6436561346054077, 0.5649635791778564, 0.5280451476573944, 0.5094307512044907, 0.4981395900249481, 0.4913652390241623, 0.4851263463497162, 0.4795094281435013, 0.476200670003891, 0.4734378904104233, 0.4691181182861328, 0.4678213745355606, 0.465525358915329, 0.46231798827648163, 0.4629579335451126, 0.46062780916690826, 0.4608340263366699, 0.45989832282066345, 0.45615869760513306, 0.4554513990879059, 0.45364293456077576, 0.45228148996829987, 0.45364798605442047, 0.45242345333099365, 0.45031729340553284, 0.4517962485551834, 0.45105357468128204, 0.44913049042224884, 0.4520472139120102, 0.45199453830718994, 0.4496525526046753, 0.44960683584213257, 0.454060360789299, 0.45075060427188873, 0.45081178843975067, 0.45142675936222076, 0.4544917047023773, 0.4537508189678192, 0.45352424681186676]	38858	0.8507551080840983	0.8578678651135773	
Chinese	NER	bert-base-multilingual-cased	first	sum	2000	200	[0.777599036693573, 0.613688200712204, 0.5464594811201096, 0.5150804072618484, 0.49718233942985535, 0.48445697128772736, 0.47614583373069763, 0.47266221046447754, 0.46569474041461945, 0.4657979756593704, 0.4651806354522705, 0.4613187313079834, 0.45815715193748474, 0.4554651081562042, 0.456281840801239, 0.4550574868917465, 0.4571141302585602, 0.45805440843105316, 0.4595053642988205, 0.4640786647796631, 0.4646034389734268, 0.46506308019161224, 0.4632825553417206, 0.4660665690898895, 0.4663200229406357, 0.4665681719779968, 0.47324517369270325]	38858	0.846017175007403	0.8497049741661317	
Chinese	NER	bert-base-multilingual-cased	first	sum	2000	200	[0.6798605620861053, 0.5677375197410583, 0.5264295637607574, 0.5036801248788834, 0.49275481700897217, 0.48210887610912323, 0.4787813276052475, 0.47174471616744995, 0.4634430259466171, 0.4632796496152878, 0.4634135067462921, 0.4643101096153259, 0.4656047523021698, 0.4617251604795456, 0.4682414382696152, 0.4623567759990692, 0.464743509888649, 0.46395576000213623, 0.4733172804117203]	38858	0.8457210541901096	0.8513864685560549	
Chinese	NER	bert-base-multilingual-cased	first	sum	2000	200	[0.8125292956829071, 0.6317422389984131, 0.571076363325119, 0.5389287322759628, 0.5167424827814102, 0.5018694549798965, 0.49428240954875946, 0.4860421270132065, 0.4805353134870529, 0.4761863350868225, 0.47788476943969727, 0.4731897860765457, 0.4710967689752579, 0.46755822002887726, 0.46761639416217804, 0.46390482783317566, 0.46538926661014557, 0.4637760818004608, 0.46470676362514496, 0.46567921340465546, 0.46213188767433167, 0.4639347940683365, 0.46563901007175446, 0.4659140408039093, 0.469556525349617, 0.4713156819343567, 0.46739061176776886, 0.4731125980615616, 0.4741245061159134, 0.4770038276910782, 0.4809682071208954, 0.48322953283786774, 0.48495370149612427, 0.4802485406398773, 0.4882625639438629, 0.48206354677677155, 0.487112358212471, 0.4936622083187103, 0.49861882627010345, 0.4993947595357895, 0.5057498216629028, 0.5027517676353455, 0.5083538293838501, 0.5167228281497955, 0.5207001566886902]	38858	0.8489783831803376	0.8517227674340395	
Chinese	NER	bert-base-multilingual-cased	last	sum	2000	200	[0.750991553068161, 0.6025724709033966, 0.5404840409755707, 0.5134709775447845, 0.49684739112854004, 0.48680827021598816, 0.47881805896759033, 0.4737030267715454, 0.47309407591819763, 0.46974822878837585, 0.46775059401988983, 0.4693121165037155, 0.46873217821121216, 0.4654850959777832, 0.46526847779750824, 0.46404746174812317, 0.46714700758457184, 0.4637068510055542, 0.47103019058704376, 0.46706031262874603, 0.47253061830997467, 0.4771890342235565, 0.4782537817955017, 0.478366419672966, 0.48724208772182465, 0.48745787143707275]	38858	0.8445365709209357	0.8511418875538842	
Chinese	NER	bert-base-multilingual-cased	last	sum	2000	200	[0.8906024396419525, 0.6718964278697968, 0.5910081267356873, 0.5545689761638641, 0.541150376200676, 0.5290646255016327, 0.5163112878799438, 0.5040149092674255, 0.4992939978837967, 0.492826372385025, 0.49022580683231354, 0.4887915104627609, 0.484463706612587, 0.4815835505723953, 0.4816349744796753, 0.4718184471130371, 0.4720360040664673, 0.4788539260625839, 0.4803408682346344, 0.4780030846595764, 0.47061800956726074, 0.47815264761447906, 0.47591155767440796, 0.47800402343273163, 0.4811704605817795, 0.4796435385942459, 0.480019673705101, 0.48226509988307953, 0.48388032615184784, 0.48178212344646454, 0.48719489574432373, 0.4895644038915634]	38858	0.8430559668344685	0.8502552814210156	
Chinese	NER	bert-base-multilingual-cased	last	sum	2000	200	[0.8446541726589203, 0.6235942840576172, 0.5577153563499451, 0.5273218303918839, 0.5062790066003799, 0.4946345388889313, 0.4851696640253067, 0.478258341550827, 0.4741860032081604, 0.4700961112976074, 0.46676047146320343, 0.4652881920337677, 0.46029122173786163, 0.45605549216270447, 0.4547678679227829, 0.4536413252353668, 0.45196688175201416, 0.4526493698358536, 0.45267318189144135, 0.45335887372493744, 0.45567621290683746, 0.4563487470149994, 0.45880265533924103, 0.45738449692726135, 0.46064381301403046, 0.45827816426754, 0.4618891179561615, 0.46324872970581055, 0.46734069287776947, 0.4666309058666229, 0.46146582067012787, 0.4675089120864868, 0.4729945659637451, 0.4744821935892105, 0.4763359874486923, 0.4791121780872345, 0.47835949063301086, 0.4815767854452133, 0.4860255569219589, 0.49055640399456024, 0.4910177141427994]	38858	0.8504589872668049	0.8517533400593109	
Chinese	NER	xlm-roberta-base	first	0	2000	200	[1.2616968154907227, 1.097773790359497, 1.0569834411144257, 1.0295247435569763, 1.0139425694942474, 1.004185289144516, 0.9967796504497528, 0.9907063841819763, 0.9859299659729004, 0.9818293452262878, 0.9775895476341248, 0.9738582968711853, 0.9703460931777954, 0.9677116870880127, 0.9650706350803375, 0.9628081619739532, 0.9610731601715088, 0.9593884646892548, 0.9579973220825195, 0.9569431245326996, 0.9557726085186005, 0.9547008872032166, 0.9536760449409485, 0.9530802965164185, 0.9525372684001923, 0.9514851272106171, 0.9506503641605377, 0.9497992098331451, 0.9496400058269501, 0.9487519562244415, 0.9486198127269745, 0.9479398727416992, 0.9480137825012207, 0.9478626549243927, 0.9471995830535889, 0.9473454654216766, 0.9468196332454681, 0.9468028545379639, 0.9461626708507538, 0.9465069472789764, 0.9460839033126831, 0.9459892213344574, 0.9458950757980347, 0.9457249939441681, 0.9449702501296997, 0.945984274148941, 0.9452120959758759, 0.94530189037323, 0.9448980093002319, 0.9449862837791443, 0.945522665977478, 0.9456435441970825, 0.9447768330574036, 0.9445191919803619, 0.945086807012558, 0.9448344707489014, 0.9444305300712585, 0.9439778327941895, 0.944317489862442, 0.9441266059875488, 0.9447539448738098, 0.9440782964229584, 0.9437719881534576, 0.9444284439086914, 0.9443263709545135, 0.9442631304264069, 0.9441394805908203, 0.9436947405338287, 0.9435573816299438, 0.9440050423145294, 0.9441165030002594, 0.9436453878879547, 0.9433475136756897, 0.94351726770401, 0.9432445764541626, 0.9425716400146484, 0.9422666728496552, 0.9422604441642761, 0.9427116811275482, 0.9426706731319427, 0.9427207112312317, 0.9420020878314972, 0.9422688186168671, 0.9422613382339478, 0.9424084424972534, 0.9422435462474823, 0.9415971636772156, 0.94108447432518, 0.941203773021698, 0.9415190815925598, 0.9411713480949402, 0.9403760433197021, 0.9407261312007904, 0.9410808682441711, 0.9409618377685547, 0.940695583820343, 0.940956711769104, 0.9414069354534149]	38858	0.6905537459283387	0.6683175884313186	
Chinese	NER	xlm-roberta-base	first	0	2000	200	[1.3114876747131348, 1.1150603294372559, 1.0587297677993774, 1.0315283834934235, 1.0136077105998993, 1.001763015985489, 0.9940385818481445, 0.9884477853775024, 0.9834989309310913, 0.979590654373169, 0.9762004911899567, 0.9735594689846039, 0.9711279273033142, 0.9688210487365723, 0.9666662216186523, 0.965071439743042, 0.9633741080760956, 0.9623792469501495, 0.9609048664569855, 0.9593015313148499, 0.9586166441440582, 0.9572801887989044, 0.9560062885284424, 0.9553849697113037, 0.9551149904727936, 0.9545235335826874, 0.953697681427002, 0.9530661106109619, 0.952319324016571, 0.9519690573215485, 0.9509175717830658, 0.9509063363075256, 0.9501343965530396, 0.949359804391861, 0.948646068572998, 0.9485073387622833, 0.9482919275760651, 0.9477874934673309, 0.9475835561752319, 0.9470831751823425, 0.9468470215797424, 0.9463188350200653, 0.9458631575107574, 0.9459235966205597, 0.9456486999988556, 0.9454291462898254, 0.9443005621433258, 0.9440632164478302, 0.9441280663013458, 0.943505048751831, 0.9429791867733002, 0.943333625793457, 0.9433640241622925, 0.9424918293952942, 0.942894846200943, 0.9426263272762299, 0.9425184726715088, 0.9419986605644226, 0.9424130618572235, 0.9426130950450897, 0.9422157406806946, 0.9428519606590271, 0.9417936503887177, 0.9411521852016449, 0.94224414229393, 0.941979318857193, 0.9425309598445892, 0.9421732127666473, 0.9414612948894501, 0.9417364299297333, 0.9414288997650146, 0.9405223429203033, 0.941385805606842, 0.9404161870479584, 0.940408319234848, 0.9405705034732819, 0.9402569830417633, 0.9409215450286865, 0.9408683478832245, 0.9394226670265198, 0.9396129548549652, 0.9401530623435974, 0.9406018853187561, 0.9394288659095764, 0.9399642944335938, 0.9406342506408691, 0.9402952194213867, 0.9400472044944763, 0.939998984336853]	38858	0.6908498667456322	0.6693570576905439	
Chinese	NER	xlm-roberta-base	first	0	2000	200	[1.258594036102295, 1.0986248254776, 1.0592558979988098, 1.0366519093513489, 1.0191565454006195, 1.0041280686855316, 0.9917795956134796, 0.9822985231876373, 0.976517915725708, 0.9713902473449707, 0.9682420194149017, 0.9656836688518524, 0.9631477892398834, 0.9608023166656494, 0.9591944217681885, 0.9578301906585693, 0.955988734960556, 0.9547933340072632, 0.9533329606056213, 0.9526169002056122, 0.9506334364414215, 0.9505930244922638, 0.949672520160675, 0.9486147165298462, 0.9476989805698395, 0.9469051659107208, 0.9462000727653503, 0.9457312524318695, 0.9450015127658844, 0.9445784091949463, 0.9442002475261688, 0.9439853131771088, 0.9429571032524109, 0.9431190490722656, 0.9423733353614807, 0.9417291879653931, 0.9417929947376251, 0.9417513310909271, 0.941886305809021, 0.9412121474742889, 0.9407608509063721, 0.9401747286319733, 0.9407775104045868, 0.9403254389762878, 0.9399247169494629, 0.9399648308753967, 0.9399971663951874, 0.9401082098484039, 0.9392402768135071, 0.9393483400344849, 0.939142256975174, 0.9396495521068573, 0.9391838610172272, 0.9389520883560181, 0.9384849071502686, 0.9385411441326141, 0.9386842846870422, 0.9387417137622833, 0.9385624825954437, 0.939470112323761, 0.938664436340332, 0.9385924935340881]	38858	0.6905537459283387	0.6683175884313186	
Chinese	NER	xlm-roberta-base	last	0	2000	200	[1.214917540550232, 1.0116089880466461, 0.9541200697422028, 0.9068216681480408, 0.8775911629199982, 0.8549528419971466, 0.8383620977401733, 0.8266361355781555, 0.81815505027771, 0.81231889128685, 0.8079465925693512, 0.8042382299900055, 0.8013519644737244, 0.7985126078128815, 0.7966431677341461, 0.7946136593818665, 0.7931899130344391, 0.7922601699829102, 0.7910209000110626, 0.7896229922771454, 0.7884305715560913, 0.7878689467906952, 0.7877486050128937, 0.7872992753982544, 0.7871243357658386, 0.786795973777771, 0.7860207557678223, 0.7860104143619537, 0.7853000164031982, 0.7857995629310608, 0.7852984368801117, 0.785542219877243, 0.7859829962253571, 0.7851783931255341, 0.7854968905448914, 0.78470578789711, 0.7850395143032074, 0.7848699688911438, 0.7851499617099762, 0.7860989272594452, 0.7857652008533478, 0.7865490615367889, 0.7864689826965332, 0.7865329384803772]	38858	0.7213503109268582	0.7184566938763032	
Chinese	NER	xlm-roberta-base	last	0	2000	200	[1.2449467778205872, 1.0152907073497772, 0.943853348493576, 0.8976325988769531, 0.8710994720458984, 0.853320837020874, 0.8394511640071869, 0.8277919590473175, 0.8182769417762756, 0.8119102716445923, 0.80699822306633, 0.8024518489837646, 0.7992665767669678, 0.7970653474330902, 0.7959840595722198, 0.793643981218338, 0.7931399643421173, 0.7914274632930756, 0.7910490930080414, 0.7901124954223633, 0.7892166972160339, 0.7883947193622589, 0.7880151271820068, 0.7880356907844543, 0.7868010997772217, 0.7866584956645966, 0.7869360446929932, 0.7864464521408081, 0.7857550382614136, 0.7853601276874542, 0.7856435179710388, 0.7853985726833344, 0.7855230271816254, 0.7849936485290527, 0.7851000428199768, 0.7854127287864685, 0.785279780626297, 0.7850527465343475, 0.7846181988716125, 0.7848373651504517, 0.7847916781902313, 0.78549525141716, 0.7853617966175079, 0.7851551473140717]	38858	0.722534794196032	0.7199853251398698	
Chinese	NER	xlm-roberta-base	last	0	2000	200	[1.2291831970214844, 1.013832449913025, 0.9352215528488159, 0.8856489360332489, 0.8632139563560486, 0.8471556305885315, 0.8350054025650024, 0.8264569044113159, 0.8193423748016357, 0.813593178987503, 0.809532880783081, 0.8057116866111755, 0.802756279706955, 0.8001810312271118, 0.7987519204616547, 0.7976590394973755, 0.7958931922912598, 0.7945241928100586, 0.7935108244419098, 0.7928957939147949, 0.7914912402629852, 0.7909928858280182, 0.7897928059101105, 0.7886078655719757, 0.7878699600696564, 0.7867091000080109, 0.7863408029079437, 0.7862535715103149, 0.785519927740097, 0.7854795157909393, 0.7847199738025665, 0.784818559885025, 0.7847947478294373, 0.7840288579463959, 0.7835012674331665, 0.7834420502185822, 0.7822802066802979, 0.7812906205654144, 0.7821244597434998, 0.781998872756958, 0.7818381190299988, 0.7810318768024445, 0.780854195356369, 0.7801159918308258, 0.7808801829814911, 0.7806722521781921, 0.7812246680259705, 0.7815931439399719, 0.7817144691944122]	38858	0.7249037607343797	0.7176618056192485	
