language	task	model	subword_pooling	layer_pooling	train_size	dev_size	dev_loss	parameters	dev_acc	test_acc	test_F_score
Arabic	NER	bert-base-multilingual-cased	last	1	2000	200	[1.2087370157241821, 0.9796817302703857, 0.8765082657337189, 0.8262295722961426, 0.793754369020462, 0.7718152105808258, 0.7539166212081909, 0.7425220012664795, 0.7338453829288483, 0.7256628572940826, 0.7212653458118439, 0.7165424823760986, 0.7118513286113739, 0.7081271409988403, 0.7011222243309021, 0.6992163956165314, 0.6999286413192749, 0.6972153782844543, 0.6951261460781097, 0.6934827566146851, 0.6922358870506287, 0.6925100684165955, 0.6895926892757416, 0.6896578967571259, 0.6857408583164215, 0.6825897693634033, 0.6835961937904358, 0.6823850870132446, 0.6815356016159058, 0.6842412054538727, 0.6821199953556061, 0.6794814169406891, 0.6785331964492798, 0.6839963793754578, 0.6848757863044739, 0.6838900446891785, 0.6793786883354187, 0.6783375442028046, 0.6771021485328674, 0.6799431145191193, 0.6765148341655731, 0.6759649515151978, 0.6814504861831665, 0.6834640800952911, 0.6808910071849823, 0.6805475056171417]	38858	0.7968299711815562	0.7763627101375445	
Arabic	NER	bert-base-multilingual-cased	last	1	2000	200	[1.2064253091812134, 0.9739557504653931, 0.8721869885921478, 0.8219334185123444, 0.7915197312831879, 0.7723417282104492, 0.7565353512763977, 0.7433254718780518, 0.7345788478851318, 0.7278482615947723, 0.7202473878860474, 0.7142801582813263, 0.7111702859401703, 0.7048951685428619, 0.6992357671260834, 0.6983193159103394, 0.6954964995384216, 0.6943514943122864, 0.6915725767612457, 0.6891690492630005, 0.6874583959579468, 0.6853120028972626, 0.6791068911552429, 0.6814994215965271, 0.6825224757194519, 0.6833985447883606, 0.681769460439682, 0.6796409487724304, 0.6793389618396759, 0.677606612443924, 0.6768007576465607, 0.6796683073043823, 0.6778476238250732, 0.6762689054012299, 0.6738198399543762, 0.6745969355106354, 0.6788290441036224, 0.6789792478084564, 0.6768895387649536, 0.6752520799636841, 0.6768145561218262, 0.6782753765583038]	38858	0.8004322766570605	0.7784004075394804	
Arabic	NER	bert-base-multilingual-cased	first	10	2000	200	[0.9455200433731079, 0.637360543012619, 0.5093184262514114, 0.45590363442897797, 0.4308775067329407, 0.4168911278247833, 0.4089483767747879, 0.40363410115242004, 0.3991902321577072, 0.3966625779867172, 0.3937674015760422, 0.39324262738227844, 0.3918493390083313, 0.3928922861814499, 0.39197608828544617, 0.39193347096443176, 0.3935885578393936, 0.3926069438457489, 0.39120693504810333, 0.39142362773418427, 0.3891696333885193, 0.38760948181152344, 0.3879932761192322, 0.3893444985151291, 0.388780802488327, 0.3889780193567276, 0.38744041323661804, 0.38544148206710815, 0.3873474895954132, 0.3882451802492142, 0.3871888816356659, 0.38916102051734924, 0.39188462495803833, 0.3957878351211548]	38858	0.8940922190201729	0.8994250782330252	
Arabic	NER	bert-base-multilingual-cased	first	10	2000	200	[0.9823499619960785, 0.679629772901535, 0.5343224555253983, 0.4653835743665695, 0.4351181387901306, 0.4193442016839981, 0.4090837389230728, 0.40356576442718506, 0.39869993925094604, 0.39726507663726807, 0.3934627175331116, 0.3943219482898712, 0.3931722342967987, 0.3914489597082138, 0.3912706673145294, 0.3898026794195175, 0.39154861867427826, 0.39166174829006195, 0.3892788589000702, 0.39148133993148804, 0.3925747573375702, 0.3945918083190918, 0.3952910751104355, 0.3918221592903137, 0.3912986218929291]	38858	0.8926512968299711	0.9011716760061133	
Arabic	NER	bert-base-multilingual-cased	first	10	2000	200	[1.0490767359733582, 0.7034110724925995, 0.5563199818134308, 0.48784033954143524, 0.45283012092113495, 0.4346582591533661, 0.42432914674282074, 0.41834506392478943, 0.41375328600406647, 0.41238775849342346, 0.41025789082050323, 0.4097403287887573, 0.4113799035549164, 0.41095292568206787, 0.41240063309669495, 0.4127246290445328, 0.41231341660022736, 0.41681969165802, 0.416558176279068, 0.41650038957595825, 0.41510044038295746, 0.4144159257411957, 0.41679009795188904, 0.4167408049106598, 0.4180811792612076]	38858	0.8904899135446686	0.8989884287897533	
Arabic	NER	bert-base-multilingual-cased	last	10	2000	200	[1.0328658521175385, 0.7134414315223694, 0.5899254977703094, 0.5306384116411209, 0.49883201718330383, 0.4792361259460449, 0.4678790867328644, 0.4593467712402344, 0.4550032764673233, 0.4507129639387131, 0.44922176003456116, 0.44907017052173615, 0.448260635137558, 0.4458816796541214, 0.44394172728061676, 0.443900004029274, 0.44554442167282104, 0.4450666457414627, 0.44795335829257965, 0.447753369808197, 0.44900190830230713, 0.44908507168293]	38858	0.8768011527377522	0.8849428716978386	
Arabic	NER	bert-base-multilingual-cased	last	10	2000	200	[1.0376117527484894, 0.7303434908390045, 0.5932894945144653, 0.5273896902799606, 0.49604611098766327, 0.4772595018148422, 0.46602781116962433, 0.4579334408044815, 0.4531683176755905, 0.4485924243927002, 0.44604942202568054, 0.44500358402729034, 0.4438924789428711, 0.44314447045326233, 0.4433537870645523, 0.44310350716114044, 0.44287241995334625, 0.4444519132375717, 0.44611355662345886, 0.4469953626394272, 0.4459919035434723, 0.4457247108221054, 0.44693002104759216, 0.4500381797552109, 0.4458922892808914, 0.44602610170841217, 0.4466068595647812, 0.4462110698223114, 0.44856487214565277, 0.4494204968214035, 0.4533189982175827, 0.4497806876897812, 0.4528963714838028]	38858	0.8782420749279539	0.8904737646459501	
Arabic	NER	bert-base-multilingual-cased	last	10	2000	200	[1.005418449640274, 0.714995414018631, 0.5874343365430832, 0.5237779468297958, 0.4905681312084198, 0.47235211730003357, 0.46344342827796936, 0.455869123339653, 0.4514130502939224, 0.4503391981124878, 0.4479249566793442, 0.4482281804084778, 0.44741353392601013, 0.44797390699386597, 0.4488142728805542, 0.44863976538181305, 0.4486995339393616, 0.4507213234901428, 0.4535077214241028, 0.4500553756952286, 0.4517907649278641, 0.45161421597003937, 0.4555683881044388, 0.4552462548017502, 0.4574132412672043, 0.45719559490680695, 0.4575805366039276]	38858	0.8804034582132565	0.8898915653882541	
Arabic	NER	bert-base-multilingual-cased	first	11	2000	200	[1.0115289390087128, 0.7134310901165009, 0.5691827535629272, 0.4976697862148285, 0.46422581374645233, 0.4455084353685379, 0.4345727562904358, 0.4246126413345337, 0.41571685671806335, 0.4112076759338379, 0.4114019125699997, 0.4085884243249893, 0.40553194284439087, 0.4051903188228607, 0.40349413454532623, 0.40260834991931915, 0.4004761576652527, 0.39675095677375793, 0.3967015743255615, 0.3985944837331772, 0.3979441970586777, 0.39816129207611084, 0.39216960966587067, 0.39430616796016693, 0.3952494263648987, 0.3956872820854187, 0.39351342618465424, 0.39755305647850037, 0.39641670882701874, 0.3980152904987335, 0.39825300872325897, 0.3990212231874466, 0.4010264277458191, 0.403719037771225]	38858	0.8948126801152738	0.8990612036969653	
Arabic	NER	bert-base-multilingual-cased	first	11	2000	200	[1.0462477207183838, 0.699373185634613, 0.5487375408411026, 0.48026299476623535, 0.4456702470779419, 0.42734022438526154, 0.4160466492176056, 0.40765465795993805, 0.4000758081674576, 0.39636853337287903, 0.392361655831337, 0.39020609855651855, 0.3881628066301346, 0.3878186345100403, 0.38730812072753906, 0.3855232447385788, 0.38694585859775543, 0.3887375742197037, 0.38742247223854065, 0.388135626912117, 0.387139156460762, 0.3901469558477402, 0.3905014395713806, 0.3896459490060806, 0.39149729907512665, 0.3921152800321579, 0.3907780051231384, 0.3907987177371979, 0.39179228246212006, 0.3928275853395462, 0.39121779799461365, 0.39027583599090576, 0.3945341408252716, 0.3928714543581009, 0.3982425183057785, 0.3943362683057785, 0.39853498339653015, 0.4001278579235077, 0.3961073011159897, 0.39886729419231415, 0.4015800952911377, 0.40098635852336884, 0.4026251435279846]	38858	0.8948126801152738	0.8993523033258133	
Arabic	NER	bert-base-multilingual-cased	first	11	2000	200	[1.0812716484069824, 0.7342278957366943, 0.584095761179924, 0.5061735808849335, 0.4649890512228012, 0.4413493424654007, 0.4269387871026993, 0.41825900971889496, 0.4097408950328827, 0.4030244052410126, 0.4009489119052887, 0.39973512291908264, 0.39912503957748413, 0.39754731953144073, 0.3955371230840683, 0.3956785947084427, 0.3952827453613281, 0.39464759826660156, 0.3952639102935791, 0.3980136662721634, 0.3940688669681549, 0.3941137045621872, 0.39726220071315765]	38858	0.8919308357348703	0.8945491594498217	
Arabic	NER	bert-base-multilingual-cased	last	11	2000	200	[1.1610081195831299, 0.8584135472774506, 0.6969277560710907, 0.6089142858982086, 0.5573807656764984, 0.5268452614545822, 0.5078935772180557, 0.4956546276807785, 0.4870334565639496, 0.4805046319961548, 0.4752971827983856, 0.473455548286438, 0.47240492701530457, 0.4697573781013489, 0.46818870306015015, 0.46716515719890594, 0.4670754373073578, 0.4670829623937607, 0.46774107217788696, 0.4693420082330704, 0.46895985305309296, 0.4698745012283325, 0.4707852452993393, 0.4677809774875641, 0.47049158811569214, 0.4727077931165695, 0.47175849974155426, 0.47215746343135834, 0.4738604575395584, 0.477727010846138, 0.47679711878299713, 0.48308978974819183, 0.48314619064331055, 0.4842941612005234, 0.48522134125232697, 0.4863042086362839, 0.48786748945713043, 0.4910845160484314]	38858	0.8782420749279539	0.8874899934502584	
Arabic	NER	bert-base-multilingual-cased	last	11	2000	200	[1.0545177459716797, 0.7417578995227814, 0.6132040917873383, 0.5491354912519455, 0.5167018920183182, 0.4993423968553543, 0.49011097848415375, 0.4837801456451416, 0.4803362935781479, 0.47648918628692627, 0.4746948331594467, 0.47371143102645874, 0.4719836562871933, 0.4729537069797516, 0.472879558801651, 0.47352197766304016, 0.4741760641336441, 0.47273285686969757, 0.4722447395324707, 0.474529966711998, 0.47217312455177307, 0.4705955386161804, 0.46930570900440216, 0.47162631154060364, 0.4726710766553879, 0.47317464649677277, 0.4734054356813431, 0.47471220791339874, 0.47389747202396393, 0.4755701422691345, 0.47774434089660645, 0.4719254672527313, 0.47398877143859863, 0.4772181808948517, 0.4761679172515869, 0.475521519780159, 0.4809952676296234, 0.47788168489933014, 0.48105405271053314, 0.48393644392490387, 0.48510125279426575]	38858	0.8804034582132565	0.8893821410377701	
Arabic	NER	bert-base-multilingual-cased	last	11	2000	200	[1.0940247476100922, 0.791651576757431, 0.6452378630638123, 0.5718147307634354, 0.5336813479661942, 0.5111764669418335, 0.49471576511859894, 0.48548664152622223, 0.48099474608898163, 0.4772997200489044, 0.475456103682518, 0.47179949283599854, 0.46850867569446564, 0.46628665924072266, 0.4633149951696396, 0.46375977993011475, 0.46447962522506714, 0.4684925377368927, 0.4668825715780258, 0.4648601710796356, 0.4644930958747864, 0.4663677513599396, 0.46751800179481506, 0.4652379900217056, 0.4641444832086563, 0.4625031650066376, 0.463693767786026, 0.466032937169075, 0.47075240314006805, 0.46914656460285187, 0.4673764556646347, 0.46687188744544983, 0.4683321565389633]	38858	0.8753602305475504	0.8883632923368022	
Arabic	NER	bert-base-multilingual-cased	first	12	2000	200	[1.2085397243499756, 0.9143029153347015, 0.7490530908107758, 0.6491577625274658, 0.5885016918182373, 0.5495717525482178, 0.5219743400812149, 0.5035165995359421, 0.49236783385276794, 0.48374728858470917, 0.4765733778476715, 0.4716665744781494, 0.4674290269613266, 0.4642060399055481, 0.46044212579727173, 0.4584343582391739, 0.4556575119495392, 0.4549596607685089, 0.45282380282878876, 0.4536018818616867, 0.4489579498767853, 0.4473118185997009, 0.448311984539032, 0.4469457417726517, 0.4472121298313141, 0.4464985430240631, 0.44551099836826324, 0.44305260479450226, 0.4431723654270172, 0.44355112314224243, 0.44589219987392426, 0.4442649632692337, 0.44233110547065735, 0.4429558366537094, 0.4427300840616226, 0.4416499584913254, 0.4411410540342331, 0.4420776069164276, 0.44158004224300385, 0.44199250638484955, 0.4427044987678528, 0.4428316503763199]	38858	0.8825648414985591	0.8930208863983699	
Arabic	NER	bert-base-multilingual-cased	first	12	2000	200	[1.1636465787887573, 0.8770429790019989, 0.7331574857234955, 0.6486680805683136, 0.5928698182106018, 0.5541722476482391, 0.5284778326749802, 0.5101926028728485, 0.4984113425016403, 0.48949578404426575, 0.48301558196544647, 0.47710981965065, 0.4732300788164139, 0.4723662734031677, 0.4667145013809204, 0.4606665223836899, 0.4597006291151047, 0.45908232033252716, 0.45765167474746704, 0.45624226331710815, 0.4578978419303894, 0.4568009674549103, 0.45771054923534393, 0.45575882494449615, 0.45200498402118683, 0.4544808566570282, 0.456083208322525, 0.4515931010246277, 0.4522409290075302, 0.44788169860839844, 0.44682577252388, 0.4494102895259857, 0.44535960257053375, 0.44595371186733246, 0.44554172456264496, 0.44285015761852264, 0.44589559733867645, 0.44386817514896393, 0.44064782559871674, 0.4385456293821335, 0.43578043580055237, 0.43490755558013916, 0.4347737580537796, 0.4356565475463867, 0.43437714874744415, 0.43147899210453033, 0.4326729327440262, 0.4313383996486664, 0.4322526901960373, 0.4352218955755234, 0.4330059289932251, 0.4322739541530609, 0.4310463219881058, 0.4354279786348343]	38858	0.888328530259366	0.8939669601921257	
Arabic	NER	bert-base-multilingual-cased	first	12	2000	200	[1.1921401023864746, 0.882560133934021, 0.7222836315631866, 0.627672404050827, 0.5716614723205566, 0.5373374819755554, 0.513069212436676, 0.4962991029024124, 0.48628637194633484, 0.4776758700609207, 0.47048407793045044, 0.46534115076065063, 0.4610632210969925, 0.4585484564304352, 0.456731453537941, 0.45335690677165985, 0.4533037543296814, 0.45109815895557404, 0.45297814905643463, 0.4534723609685898, 0.4521208107471466, 0.45040474832057953, 0.4487226605415344, 0.4494301378726959, 0.44776903092861176, 0.4473384618759155, 0.4470692574977875, 0.44471557438373566, 0.4469941109418869, 0.4493868201971054, 0.44954831898212433, 0.44853782653808594, 0.4471125304698944, 0.449064239859581, 0.4489356279373169, 0.44392409920692444, 0.44355909526348114, 0.4498738646507263, 0.45022766292095184, 0.4453299194574356, 0.4451330006122589, 0.44415512681007385, 0.44449472427368164, 0.44392815232276917, 0.438568115234375, 0.4425215870141983, 0.4461701363325119, 0.44175539910793304, 0.44363322854042053, 0.44258515536785126]	38858	0.8890489913544669	0.891274288625282	
Arabic	NER	bert-base-multilingual-cased	last	12	2000	200	[1.1886257529258728, 0.9305174946784973, 0.7952936291694641, 0.7101247906684875, 0.6566551327705383, 0.620336264371872, 0.5947415232658386, 0.5788490772247314, 0.567815437912941, 0.5596296042203903, 0.5529583692550659, 0.5478916615247726, 0.5453228801488876, 0.542827382683754, 0.5395889580249786, 0.5364659577608109, 0.5361589938402176, 0.5353832542896271, 0.5329594314098358, 0.5312072485685349, 0.5324485152959824, 0.5305892676115036, 0.530731275677681, 0.5328474342823029, 0.5334422290325165, 0.5318317264318466, 0.5321576297283173, 0.5319970399141312, 0.5315259695053101, 0.5308332294225693, 0.5338922142982483, 0.5332237482070923, 0.5363995432853699, 0.5331515073776245, 0.5344171822071075, 0.5361330807209015, 0.5348806232213974, 0.5354482978582382, 0.5341231822967529, 0.5393640846014023, 0.538953572511673, 0.5403456389904022, 0.5396512448787689, 0.5411470234394073, 0.5398274660110474, 0.5372394025325775, 0.5347507297992706, 0.5375557541847229, 0.5394225418567657, 0.5425352901220322, 0.5485304445028305, 0.5471144765615463, 0.5490952730178833, 0.5457975268363953, 0.5425894260406494, 0.5452223420143127, 0.5502831935882568, 0.5492412447929382, 0.5516192317008972, 0.5504523366689682, 0.5505923926830292]	38858	0.8674351585014409	0.8777381558838513	
Arabic	NER	bert-base-multilingual-cased	last	12	2000	200	[1.2510603070259094, 0.9733965694904327, 0.829961746931076, 0.7395948171615601, 0.6809546649456024, 0.6417284607887268, 0.6158031225204468, 0.596439465880394, 0.5824334472417831, 0.5728376656770706, 0.5647472143173218, 0.5578253418207169, 0.552892655134201, 0.5493675470352173, 0.5458968877792358, 0.5444546490907669, 0.542167142033577, 0.5409828573465347, 0.5385569632053375, 0.5382143706083298, 0.5387871116399765, 0.5378772169351578, 0.533275231719017, 0.5346623361110687, 0.5349661558866501, 0.5353158414363861, 0.5355750471353531, 0.5341123044490814, 0.5337190628051758, 0.5339196026325226, 0.5312884747982025, 0.5316354483366013, 0.5279948264360428, 0.5295964479446411, 0.530526727437973, 0.531904548406601, 0.5315903872251511, 0.5319126695394516, 0.5325256586074829, 0.5338589996099472, 0.5356993675231934, 0.5355900079011917, 0.5408931821584702, 0.5394236445426941, 0.5389762669801712, 0.5312342494726181, 0.5332091748714447, 0.5338479429483414, 0.5321751534938812, 0.5368849486112595, 0.5371962934732437, 0.5355273634195328, 0.5345306843519211, 0.5374802947044373, 0.5377737581729889, 0.5330026745796204, 0.5375375896692276, 0.530487984418869, 0.5320305228233337, 0.5389616936445236, 0.5353642255067825, 0.5347054600715637, 0.5353880375623703]	38858	0.8703170028818443	0.8762098828323994	
Arabic	NER	bert-base-multilingual-cased	last	12	2000	200	[1.254809856414795, 0.9810766279697418, 0.8460318744182587, 0.760721892118454, 0.7050082385540009, 0.6660676002502441, 0.6367025673389435, 0.6148754358291626, 0.59897880256176, 0.5876764506101608, 0.5784361958503723, 0.5719091147184372, 0.5662971884012222, 0.5627389252185822, 0.559799000620842, 0.5568121671676636, 0.5523108690977097, 0.5530088841915131, 0.5503147393465042, 0.5501455515623093, 0.5486252754926682, 0.5469709485769272, 0.5473361015319824, 0.5476523786783218, 0.5507744699716568, 0.5510036051273346, 0.5470969378948212, 0.5528759658336639, 0.5478747338056564, 0.5513733625411987, 0.5503225922584534, 0.5553500801324844, 0.5559989809989929, 0.5547874718904495, 0.5537928938865662]	38858	0.8537463976945245	0.8676952186885962	
Arabic	NER	bert-base-multilingual-cased	first	2	2000	200	[1.1453303694725037, 0.9092960953712463, 0.7991109192371368, 0.7492174208164215, 0.7151507139205933, 0.6895125806331635, 0.6711628139019012, 0.657188892364502, 0.6482877135276794, 0.6366832256317139, 0.628178596496582, 0.6219664514064789, 0.6175667941570282, 0.6143618226051331, 0.6146209537982941, 0.6102049350738525, 0.6062159240245819, 0.6037132441997528, 0.6006191670894623, 0.5991272628307343, 0.5989051759243011, 0.5963389277458191, 0.5980613231658936, 0.5917773246765137, 0.5912350714206696, 0.5933018028736115, 0.590391218662262, 0.5908271968364716, 0.588620126247406, 0.5870191156864166, 0.5884727537631989, 0.5858113467693329, 0.5837108492851257, 0.5827639997005463, 0.582229733467102, 0.5805721282958984, 0.582113116979599, 0.5820864140987396, 0.5781281888484955, 0.5798906087875366, 0.5823327600955963, 0.5811523795127869, 0.5806399285793304, 0.5812796950340271, 0.5855903625488281, 0.5808809697628021, 0.5781002938747406]	38858	0.8242074927953891	0.82621352157776	
